iD	systemName	x	y	size	Owner String	Owner	Original Owner	Current Owner	Factories	World Type (Industrial)	World Type (Political)	SearchString1	SearchString2	Label	Fort 1 Count	Fort 1 Type	Fort 2 Count	Fort 2 Type	Fort 3 Count	Fort 3 Type	Fort 4 Count	Fort 4 Type	Fort 5 Count	Fort 5 Type	Fort String	Fort Supply	Training Center	RP
2430	Suk	-29.214	256.116	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2431	Sulafat	48.334	184.257	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2432	Sullivan	413.067	-31.071	1,1,0	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2433	Summer	-44.468	26.058	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2434	Summerstide	533.347	-141.269	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2435	Summit	-116.865	209.591	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2436	Sumy	37.988	-289.225	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2437	Sun Prairie	325.182	28.904	1,1,0	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2438	Sunchon	274.508	208.433	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2439	Sunnywood	61.128	-400.763	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2440	Surcin	-91.252	197.371	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2441	Susquehanna	52.199	420.521	1,1,0	DC,Rasalhague Military District,Radstadt Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2442	Susulatna	305.011	-185.691	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2443	Sutama	90.726	123.766	1,1,0	DC,Benjamin Military District,Benjamin Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2444	Suzano	15.763	-113.995	1,1,0	FWL,Zion Province	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2445	Svalstad	-298.045	433.058	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2446	Svarstaad	-62.052	338.584	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2447	Svelvik	17.311	411.468	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2448	Sverdlovsk	341.208	184.257	1,1,0	DC,Galedon Military District,New Samarkand Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2449	Svinngarn	-131.829	110.841	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2450	Swales	302.362	34.924	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2451	Swartklip	-359.802	329.018	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2452	Sweet Water	-373.832	312.721	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2453	Sylvan	423.147	3.056	1,1,0	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2454	Sylvester	363.430	-114.526	1,1,0	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2455	Symington	-38.521	147.812	1,1,0	LC,Federation of Skye,Virginia Shire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2456	Symsonia	486.738	-95.693	1,1,0	FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2457	Synsstad	-446.895	251.381	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2458	Syrma	-57.920	39.147	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2459	Syrstart	-185.240	576.382	1,1,0	CI	CI	Chainelane Isles	Chainelane Isles		Other	Other	Chainelane IslesOther	Chainelane IslesOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2460	Szepes	-232.294	-63.077	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2461	Szombathely	-182.307	-84.029	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2462	Tabayama	407.560	233.095	1,1,0	DC,Galedon Military District,Tabayama Prefecture,Minor Capital	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2463	Tabit	-33.118	-28.321	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2464	Taga	88.919	-207.395	1,1,0	CC,St. Ives Commonality,Region 2	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2465	Tainjin	-365.048	273.441	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2466	Takata	366.201	301.521	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2467	Talcott	199.811	-123.844	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2468	Talisker	29.067	130.195	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2469	Talitha	-34.132	-34.688	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2470	Tall Trees	0.767	-66.743	1,1,0	CC,Tikonov Commonality,Region 8	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2471	Tallassee	146.776	3.931	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2472	Tallin	119.675	-267.063	1,1,0	CC,St. Ives Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2473	Tallmadge	276.059	41.830	1,1,0	FS,Draconis March,Robinson Operational Area,Dahar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2474	Tamar	-15.391	314.863	1,1,0	LC,Tamar Pact,Tamar Domains,Major Capital	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Regional Capital	Lyran CommonwealthOther	Lyran CommonwealthRegional Capital	Regional Capital	1	Capital-3	1	Standard-2	0	None	0	None	0	None	1 Capital-3, 1 Standard-2	10	No Center	40
2475	Tamarind	-268.942	-83.292	1,1,0	FWL,Duchy of Tamarind,Minor Capital	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2476	Tamsalu	167.499	164.510	1,1,0	DC,Benjamin Military District,Benjamin Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2477	Tancredi	429.611	93.527	1,1,0	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2478	Tangerz	158.383	106.747	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2479	Tangipahoa	589.347	-21.506	1,1,0	FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2480	Tangua	-307.363	271.885	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2481	Tanh Linh	90.211	232.338	1,1,0	DC,Benjamin Military District,Xinyang Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2482	Tania Australis	-140.651	-64.669	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2483	Tania Borealis	-106.755	-52.519	1,1,0	FWL,Stewart Commonality	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2484	Tannil	122.004	57.341	1,1,0	DC,Benjamin Military District,Proserpina Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2485	Tantallon	488.941	0.494	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2486	Tantara	101.311	-252.886	1,1,0	CC,St. Ives Commonality,Region 3	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2487	Tanz	651.509	229.542	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2488	Tapachula	-260.579	-212.549	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2489	Tapihue	-293.693	186.333	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2490	Taran's World	-59.948	505.527	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2491	Tarazed	126.138	251.468	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2492	Tarkio	317.420	-0.046	1,1,0	FS,Draconis March,Robinson Operational Area,Le Blanc PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2493	Tarnby	266.755	429.083	1,1,0	DC,Pesht Military District,Bjarred Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2494	Tarol	-229.505	-399.334	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2495	Tatlawiksuk	371.449	-190.348	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2496	Tatopani	-475.174	-7.043	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2497	Tatsuno	204.459	155.048	1,1,0	DC,Benjamin Military District,Benjamin Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2498	Tau Ceti	-12.415	3.055	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth	1	Minor Industrial	Other	Lyran CommonwealthMinor Industrial	Lyran CommonwealthOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
2499	Taumaturgo	706.701	290.871	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2500	Taurus	191.381	-391.003	1,1,0	TC,Hyades Union,Faction Capital	TC	Taurian Concordat	Taurian Concordat	3	Major Industrial	National Capital	Taurian ConcordatMajor Industrial	Taurian ConcordatNational Capital	National Capital, Major Industrial	1	Capital-3	2	Standard-4	0	None	0	None	0	None	1 Capital-3, 2 Standard-4	12	Present	120
2501	Tawas	135.703	-55.877	1,1,0	FS,Crucis March,Markesan Operational Area,Achemar Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2502	Taygeta	198.383	-295.672	1,1,0	FS,Capellan March,Taygeta Operational Area,Altair PDZ,Minor Capital	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2503	Tazaraki	182.503	-262.427	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2504	Tchamba	-300.928	-147.627	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2505	Techne's Revenge	-231.593	-424.618	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2506	Tecumseh	139.320	-105.010	1,1,0	FS,Capellan March,Kathil Operational Area,Kathil PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2507	Tedibyhr	124.790	-63.402	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2508	Tegaldanas	310.184	-279.750	1,1,0	FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2509	Tellman	537.142	98.175	1,1,0	OA,Ramora Province	OA	Outworlds Alliance	Outworlds Alliance		Other	Other	Outworlds AllianceOther	Outworlds AllianceOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2510	Tellman's Mistake	-243.532	-310.772	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2511	Telos	43.942	40.273	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2512	Tematagi	-270.897	-266.564	1,1,0	FWL,Rim Commonality	FWL	Free Worlds League	Free Worlds League	1	Minor Industrial	Other	Free Worlds LeagueMinor Industrial	Free Worlds LeagueOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
2513	Teng	127.695	-272.020	1,1,0	CC,St. Ives Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2514	Tengil	-65.304	-311.897	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2515	Teniente	185.100	307.824	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2516	Tentativa	349.732	-302.250	1,1,0	FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2517	Terra Firma	22.495	-33.623	1,1,0	CC,Tikonov Commonality,Region 5	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2518	Tetersen	-203.192	144.710	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2519	Tetschner	96.589	-292.245	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2520	Tetski	-125.748	-475.260	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2521	Texlos	110.627	-272.516	1,1,0	CC,St. Ives Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2522	Teylingen	417.940	-119.056	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2523	Teyvareb	-413.621	-13.999	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2524	Thamel	24.526	-415.047	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2525	Thannhausen	-8.548	292.048	1,1,0	DC,Rasalhague Military District,Radstadt Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2526	Tharkad	-212.999	151.773	1,1,0	LC,Protectorate of Donegal,District of Donegal,Faction Capital	LC	Lyran Commonwealth	Lyran Commonwealth	3	Major Industrial	National Capital	Lyran CommonwealthMajor Industrial	Lyran CommonwealthNational Capital	National Capital, Major Industrial	1	Capital-5	1	Standard-4	0	None	0	None	0	None	1 Capital-5, 1 Standard-4	10	No Center	120
2527	Thazi	775.431	181.301	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2528	The Edge	-33.606	407.079	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2529	Thermopolis	-215.382	-58.208	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League	1	Minor Industrial	Other	Free Worlds LeagueMinor Industrial	Free Worlds LeagueOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
2530	Thessalonika	74.182	304.712	1,1,0	DC,Rasalhague Military District,Alshain Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2531	Thestria	290.849	79.919	1,1,0	DC,Galedon Military District,Matsuida Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2532	Thibodaux	576.165	-7.540	1,1,0	FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2533	Thimphu	346.630	286.365	1,1,0	DC,Pesht Military District,Ningxia Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2534	Thirty Weight	-246.437	-152.841	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2535	Thorin	-23.526	7.961	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2536	Thraxa	-322.077	-378.003	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2537	Thuban	-196.264	117.823	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2538	Thule	93.055	455.160	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2539	Thun	-17.846	259.733	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2540	Thurrock	-74.491	-382.137	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2541	Tianamon	98.679	-83.789	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2542	Tiber	-123.801	-147.432	1,1,0	FWL,Principality of Regulus	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2543	Tiflis	354.133	195.635	1,1,0	DC,Galedon Military District,New Samarkand Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2544	Tigress	74.697	-29.514	1,1,0	CC,Tikonov Commonality,Region 6	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
